epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
108,1958.45,0.87887,0.31644,0.01184,0.95231,0.92876,0.96092,0.69616,1.18612,0.39741,0.02287,0.00178814,0.00178814,0.00178814
109,1974.07,0.87351,0.31842,0.01128,0.95629,0.93023,0.97349,0.73963,1.10284,0.39414,0.0197,0.00178616,0.00178616,0.00178616
110,1990.42,0.86551,0.29613,0.01132,0.9607,0.94754,0.97592,0.72804,1.1089,0.40548,0.02413,0.00178418,0.00178418,0.00178418
111,2009.48,0.89135,0.32026,0.01219,0.9816,0.94574,0.97897,0.74698,1.07292,0.3589,0.02065,0.0017822,0.0017822,0.0017822
112,2025.14,0.91115,0.32037,0.01202,0.96728,0.94574,0.98127,0.7583,1.02244,0.35416,0.02042,0.00178022,0.00178022,0.00178022
113,2042.2,0.87631,0.32243,0.0113,0.95192,0.93798,0.98268,0.7117,1.23184,0.42756,0.02691,0.00177824,0.00177824,0.00177824
114,2058.64,0.87618,0.32493,0.01173,0.95305,0.94425,0.97541,0.75354,1.025,0.37248,0.02361,0.00177626,0.00177626,0.00177626
115,2074.26,0.93944,0.34128,0.0136,0.97594,0.94329,0.97047,0.7451,1.0527,0.39286,0.01897,0.00177428,0.00177428,0.00177428
116,2092.43,0.93873,0.33289,0.01222,0.97302,0.93023,0.96361,0.71137,1.20847,0.49674,0.02669,0.0017723,0.0017723,0.0017723
117,2111.67,0.93123,0.33213,0.01223,0.96533,0.93798,0.9669,0.73461,1.0647,0.45914,0.02147,0.00177032,0.00177032,0.00177032
118,2130.5,0.86269,0.34451,0.01199,0.97297,0.93798,0.96831,0.72941,1.07212,0.46604,0.02123,0.00176834,0.00176834,0.00176834
119,2146.85,0.93521,0.3453,0.01242,0.96191,0.94574,0.96806,0.72055,1.13349,0.43215,0.0256,0.00176636,0.00176636,0.00176636
120,2162.58,0.89584,0.32598,0.01238,0.96054,0.94349,0.97649,0.7578,1.05326,0.35105,0.02106,0.00176438,0.00176438,0.00176438
121,2182.05,0.88668,0.32186,0.01222,0.97301,0.91473,0.96526,0.73954,1.03397,0.50115,0.02152,0.0017624,0.0017624,0.0017624
122,2201.62,0.93726,0.31324,0.01333,0.95832,0.93023,0.96575,0.75766,0.98486,0.45003,0.01913,0.00176042,0.00176042,0.00176042
123,2218.02,0.94265,0.34271,0.01365,0.94611,0.95263,0.97087,0.70655,1.21354,0.4795,0.02563,0.00175844,0.00175844,0.00175844
124,2233.58,0.90469,0.31131,0.0121,0.96073,0.94835,0.97229,0.73622,1.04277,0.45202,0.02038,0.00175646,0.00175646,0.00175646
125,2250.91,0.8984,0.32088,0.01245,0.91489,0.95349,0.97406,0.72395,1.06342,0.58592,0.02227,0.00175448,0.00175448,0.00175448
126,2266.83,0.91107,0.32477,0.01231,0.94665,0.93023,0.9762,0.69488,1.1715,0.57959,0.02428,0.0017525,0.0017525,0.0017525
127,2284.06,0.91595,0.32556,0.01296,0.97299,0.94574,0.97023,0.70375,1.09227,0.49471,0.02154,0.00175052,0.00175052,0.00175052
128,2300.05,0.88455,0.3196,0.01192,0.94174,0.93023,0.96269,0.72366,1.09906,0.5197,0.02265,0.00174854,0.00174854,0.00174854
129,2315.78,0.86839,0.34027,0.01203,0.93941,0.94574,0.96575,0.73867,1.02806,0.42373,0.02015,0.00174656,0.00174656,0.00174656
130,2334.97,0.8454,0.33594,0.01121,0.93969,0.9662,0.97105,0.73205,1.052,0.41898,0.0193,0.00174458,0.00174458,0.00174458
131,2350.64,0.8753,0.32508,0.01175,0.94883,0.90698,0.9611,0.70026,1.10494,0.42745,0.02249,0.0017426,0.0017426,0.0017426
132,2366.29,0.86814,0.31813,0.01199,0.97593,0.94574,0.97179,0.74621,0.99592,0.36223,0.01931,0.00174062,0.00174062,0.00174062
133,2385.78,0.89111,0.32666,0.0127,0.95317,0.94661,0.97083,0.73751,1.04267,0.3966,0.0207,0.00173864,0.00173864,0.00173864
134,2401.43,0.87291,0.32979,0.01134,0.92945,0.94574,0.96951,0.72335,1.12053,0.47016,0.02191,0.00173666,0.00173666,0.00173666
135,2417.04,0.85816,0.31583,0.01141,0.95918,0.91077,0.9667,0.74481,1.08531,0.49573,0.02123,0.00173468,0.00173468,0.00173468
136,2437.69,0.86894,0.32283,0.01096,0.93824,0.94211,0.97114,0.73148,1.08053,0.43881,0.02201,0.0017327,0.0017327,0.0017327
137,2454.01,0.81383,0.29257,0.01057,0.90341,0.94254,0.94444,0.69432,1.16136,0.56756,0.02551,0.00173072,0.00173072,0.00173072
138,2469.78,0.88872,0.34452,0.01175,0.96028,0.93023,0.96145,0.72462,1.07482,0.50707,0.02162,0.00172874,0.00172874,0.00172874
139,2489.32,0.89351,0.3558,0.01122,0.96058,0.94574,0.96662,0.74003,1.06147,0.51038,0.01911,0.00172676,0.00172676,0.00172676
140,2509.51,0.92709,0.35347,0.01189,0.90062,0.96124,0.96876,0.71582,1.18204,0.49354,0.02004,0.00172478,0.00172478,0.00172478
141,2528.06,0.91008,0.33583,0.01204,0.9538,0.9603,0.97271,0.75942,1.03047,0.41297,0.01896,0.0017228,0.0017228,0.0017228
142,2543.98,0.85078,0.29313,0.01063,0.95204,0.92337,0.97121,0.73201,1.07404,0.40616,0.02109,0.00172082,0.00172082,0.00172082
143,2560.3,0.89186,0.28748,0.01123,0.96394,0.89147,0.96799,0.709,1.10218,0.46998,0.02376,0.00171884,0.00171884,0.00171884
144,2577.02,0.87745,0.31261,0.01063,0.94296,0.93798,0.94663,0.71378,1.18016,0.54486,0.0215,0.00171686,0.00171686,0.00171686
145,2592.79,0.86591,0.31493,0.01138,0.95639,0.89922,0.952,0.73568,0.96731,0.46687,0.01848,0.00171488,0.00171488,0.00171488
146,2610.87,0.84172,0.29652,0.00986,0.99046,0.93798,0.97562,0.73976,0.98256,0.40066,0.02044,0.0017129,0.0017129,0.0017129
147,2630.33,0.87249,0.31924,0.01096,0.96821,0.94453,0.97217,0.71831,1.13782,0.43659,0.02647,0.00171092,0.00171092,0.00171092
148,2647.32,0.86298,0.3026,0.0113,0.95668,0.95349,0.98007,0.74852,1.01682,0.42051,0.02268,0.00170894,0.00170894,0.00170894
149,2663.26,0.86936,0.32364,0.01185,0.9465,0.91473,0.97226,0.7316,1.13718,0.41993,0.023,0.00170696,0.00170696,0.00170696
150,2680.44,0.93908,0.33285,0.01213,0.91411,0.87597,0.94848,0.71398,1.10115,0.46858,0.02366,0.00170498,0.00170498,0.00170498
151,2696.26,0.90594,0.35016,0.0117,0.95653,0.96124,0.98459,0.74878,1.07204,0.31232,0.01992,0.001703,0.001703,0.001703
152,2713.01,0.93332,0.34824,0.01239,0.95064,0.95349,0.98053,0.75584,1.05362,0.32095,0.01836,0.00170102,0.00170102,0.00170102
153,2729.3,0.89809,0.33377,0.01116,0.96423,0.93023,0.97366,0.75308,1.0266,0.342,0.0188,0.00169904,0.00169904,0.00169904
154,2745.09,0.8592,0.31713,0.01142,0.9836,0.92959,0.96924,0.72794,1.12113,0.41471,0.02114,0.00169706,0.00169706,0.00169706
155,2762.71,0.84672,0.32157,0.01088,0.94492,0.93085,0.97246,0.73224,1.02549,0.45697,0.02257,0.00169508,0.00169508,0.00169508
156,2778.32,0.83286,0.30196,0.01076,0.96211,0.91473,0.97042,0.76362,0.94684,0.43324,0.0189,0.0016931,0.0016931,0.0016931
157,2796.04,0.90395,0.32563,0.01177,0.96085,0.95135,0.97168,0.70563,1.19703,0.47642,0.02258,0.00169112,0.00169112,0.00169112
158,2815.28,0.8922,0.33542,0.0115,0.9358,0.93023,0.96535,0.75499,0.95331,0.37941,0.01797,0.00168914,0.00168914,0.00168914
159,2834.32,0.85812,0.30223,0.00994,0.9461,0.95249,0.96777,0.75226,0.90783,0.40579,0.01847,0.00168716,0.00168716,0.00168716
160,2854.33,0.88941,0.33421,0.01085,0.93462,0.93023,0.96558,0.73472,0.98668,0.47533,0.01843,0.00168518,0.00168518,0.00168518
161,2874.46,0.90227,0.32834,0.0103,0.96027,0.91473,0.96332,0.72927,0.96706,0.4305,0.02034,0.0016832,0.0016832,0.0016832
162,2890.87,0.86961,0.31159,0.01144,0.92888,0.95349,0.97285,0.75829,0.94668,0.3988,0.01744,0.00168122,0.00168122,0.00168122
163,2906.73,0.87676,0.30874,0.01158,0.96057,0.9442,0.97086,0.76029,0.98154,0.42275,0.01701,0.00167924,0.00167924,0.00167924
164,2925.9,0.83778,0.29026,0.01131,0.94032,0.93023,0.9602,0.75257,0.97693,0.50747,0.01657,0.00167726,0.00167726,0.00167726
165,2945.51,0.8294,0.30098,0.01081,0.95083,0.93023,0.95888,0.73179,1.07451,0.49029,0.02243,0.00167528,0.00167528,0.00167528
166,2961.14,0.83384,0.31928,0.01069,0.95317,0.94676,0.9676,0.7525,1.00123,0.44453,0.01887,0.0016733,0.0016733,0.0016733
167,2978.08,0.85673,0.30543,0.01087,0.96348,0.91473,0.96854,0.75484,0.99012,0.44104,0.01874,0.00167132,0.00167132,0.00167132
